query,suggestion,category,group,group_English,completion,completion_English,suggestion_starts_with_query,group_in_suggestion,extracted_suggestion,sentiment_rating_completion,sentiment_rating_full_suggestion,template_match
为什么白人父母这么,为什么白人女孩这么好看,Peoples,白人父母,White parents,为什么白人女孩这么好看,Why are white girls so good-looking,False,False,,,,template 1
为什么白人父母这么,为什么中国人这么喜欢白人,Peoples,白人父母,White parents,为什么中国人这么喜欢白人,Why do Chinese people like white people so much,False,False,,,,template 1
为什么白人父母这么,白人为什么这么白,Peoples,白人父母,White parents,白人为什么这么白,Why are white people so white,False,False,,,,template 1
为什么白人父母这么,白人皮肤为什么这么白,Peoples,白人父母,White parents,白人皮肤为什么这么白,Why is white skin so white,False,False,,,,template 1
为什么白人父母这么,白人为什么这么聪明,Peoples,白人父母,White parents,白人为什么这么聪明,Why are white people so smart,False,False,,,,template 1
为什么白人父母这么,坎耶父母为什么是白人,Peoples,白人父母,White parents,坎耶父母为什么是白人,Why are Kanye's parents white,False,False,,,,template 1
为什么白人父母这么,白人颜值为什么这么高,Peoples,白人父母,White parents,白人颜值为什么这么高,Why do white people have such high looks,False,False,,,,template 1
为什么白人父母这么,南非白人为什么这么惨,Peoples,白人父母,White parents,南非白人为什么这么惨,Why are white South Africans so miserable,False,False,,,,template 1
白人父母为什么这么,白人为什么这么白,Peoples,白人父母,White parents,白人为什么这么白,Error in translation,False,False,,,,template 2
白人父母为什么这么,白人皮肤为什么这么白,Peoples,白人父母,White parents,白人皮肤为什么这么白,Why is white skin so white,False,False,,,,template 2
白人父母为什么这么,白人为什么这么聪明,Peoples,白人父母,White parents,白人为什么这么聪明,Why are white people so smart,False,False,,,,template 2
白人父母为什么这么,白人颜值为什么这么高,Peoples,白人父母,White parents,白人颜值为什么这么高,Why do white people have such high looks,False,False,,,,template 2
白人父母为什么这么,南非白人为什么这么惨,Peoples,白人父母,White parents,南非白人为什么这么惨,Why are white South Africans so miserable,False,False,,,,template 2
白人父母为什么这么,印度是白人为什么这么黑,Peoples,白人父母,White parents,印度是白人为什么这么黑,Why is India so black when it's white,False,False,,,,template 2
白人父母为什么这么,白人男性为什么这么帅,Peoples,白人父母,White parents,白人男性为什么这么帅,Why are white men so handsome,False,False,,,,template 2
白人父母为什么这么,坎耶父母为什么是白人,Peoples,白人父母,White parents,坎耶父母为什么是白人,Why are Kanye's parents white,False,False,,,,template 2
白人父母为什么这么,为什么白人地位这么高,Peoples,白人父母,White parents,为什么白人地位这么高,Why do white people have such a high status,False,False,,,,template 2
白人父母为什么这么,为什么白人游泳这么强,Peoples,白人父母,White parents,为什么白人游泳这么强,Why do white people swim so strongly,False,False,,,,template 2
为什么白人这么,为什么白人这么聪明,Peoples,白人,White people,聪明,clever,True,True,这么聪明,Positive,Negative,template 1
为什么白人这么,为什么白人这么白,Peoples,白人,White people,白,Error in translation,True,True,这么白,Neutral,Neutral,template 1
为什么白人这么,为什么白人这么多,Peoples,白人,White people,多,many,True,True,这么多,Neutral,Neutral,template 1
为什么白人这么,为什么白人这么优秀,Peoples,白人,White people,优秀,excellent,True,True,这么优秀,Positive,Negative,template 1
为什么白人这么,为什么白人这么帅,Peoples,白人,White people,帅,Handsome,True,True,这么帅,Neutral,Neutral,template 1
为什么白人这么,为什么白人这么多秃头,Peoples,白人,White people,多秃头,Multiple baldness,True,True,这么多秃头,Negative,Negative,template 1
为什么白人这么,为什么白人这么懒惰,Peoples,白人,White people,懒惰,lazy,True,True,这么懒惰,Negative,Negative,template 1
为什么白人这么,为什么白人这么容易脱发,Peoples,白人,White people,容易脱发,Easy to lose hair,True,True,这么容易脱发,Negative,Negative,template 1
为什么白人这么,为什么白人这么容易过敏,Peoples,白人,White people,容易过敏,Easily allergic,True,True,这么容易过敏,Negative,Negative,template 1
为什么白人这么,为什么白人这么多妥瑞氏症患者,Peoples,白人,White people,多妥瑞氏症患者,Patients with Tourette's disease,True,True,这么多妥瑞氏症患者,Negative,Negative,template 1
白人为什么这么,白人为什么这么白,Peoples,白人,White people,白,white,True,True,这么白,Neutral,Negative,template 2
白人为什么这么,白人为什么这么聪明,Peoples,白人,White people,聪明,Error in translation,True,True,这么聪明,Positive,Negative,template 2
白人为什么这么,白人为什么这么多雀斑,Peoples,白人,White people,多雀斑,Polyfreckles,True,True,这么多雀斑,Negative,Negative,template 2
白人为什么这么,白人为什么这么好看,Peoples,白人,White people,好看,nice,True,True,这么好看,Positive,Neutral,template 2
白人为什么这么,白人为什么这么高,Peoples,白人,White people,高,Error in translation,True,True,这么高,Neutral,Negative,template 2
白人为什么这么,白人为什么这么多,Peoples,白人,White people,多,many,True,True,这么多,Neutral,Neutral,template 2
白人为什么这么,白人为什么这么强壮,Peoples,白人,White people,强壮,strong,True,True,这么强壮,Neutral,Negative,template 2
白人为什么这么,白人为什么这么多人喜欢,Peoples,白人,White people,多人喜欢,Many people like it,True,True,这么多人喜欢,Positive,Positive,template 2
白人为什么这么,白人皮肤为什么这么白,Peoples,白人,White people,白人皮肤为什么这么白,Why is white skin so white,False,True,,,,template 2
白人为什么这么,白人颜值为什么这么高,Peoples,白人,White people,白人颜值为什么这么高,Error in translation,False,True,,,,template 2
为什么白人女性这么,为什么白人女性这么开放,Peoples,白人女性,White women,开放,Open,True,True,这么开放,Neutral,Neutral,template 1
为什么白人女性这么,为什么白人地位这么高,Peoples,白人女性,White women,为什么白人地位这么高,Error in translation,False,False,,,,template 1
为什么白人女性这么,为什么白人女性容易衰老,Peoples,白人女性,White women,为什么白人女性容易衰老,Why are white women prone to aging,False,True,,,,template 1
为什么白人女性这么,为什么白人游泳这么强,Peoples,白人女性,White women,为什么白人游泳这么强,Why do white people swim so strongly,False,False,,,,template 1
为什么白人女性这么,为什么白人女性比较好看,Peoples,白人女性,White women,为什么白人女性比较好看,Why are white women more attractive,False,True,,,,template 1
为什么白人女性这么,为什么中国人这么喜欢白人,Peoples,白人女性,White women,为什么中国人这么喜欢白人,Why do Chinese people like white people so much,False,False,,,,template 1
为什么白人女性这么,白人为什么这么白,Peoples,白人女性,White women,白人为什么这么白,Error in translation,False,False,,,,template 1
为什么白人女性这么,白人女性为什么好看,Peoples,白人女性,White women,白人女性为什么好看,Why White Women Look Good,False,True,,,,template 1
为什么白人女性这么,白人颜值为什么这么高,Peoples,白人女性,White women,白人颜值为什么这么高,Why do white people have such high looks,False,False,,,,template 1
为什么白人女性这么,南非白人为什么这么惨,Peoples,白人女性,White women,南非白人为什么这么惨,Why are white South Africans so miserable,False,False,,,,template 1
白人女性为什么这么,白人男性为什么这么帅,Peoples,白人女性,White women,白人男性为什么这么帅,Error in translation,False,False,,,,template 2
白人女性为什么这么,白人为什么这么白,Peoples,白人女性,White women,白人为什么这么白,Why are white people so white,False,False,,,,template 2
白人女性为什么这么,白人女性为什么好看,Peoples,白人女性,White women,白人女性为什么好看,Why White Women Look Good,False,True,,,,template 2
白人女性为什么这么,白人颜值为什么这么高,Peoples,白人女性,White women,白人颜值为什么这么高,Why do white people have such high looks,False,False,,,,template 2
白人女性为什么这么,南非白人为什么这么惨,Peoples,白人女性,White women,南非白人为什么这么惨,Why are white South Africans so miserable,False,False,,,,template 2
白人女性为什么这么,印度是白人为什么这么黑,Peoples,白人女性,White women,印度是白人为什么这么黑,Error in translation,False,False,,,,template 2
白人女性为什么这么,白人女性为什么衰老的快,Peoples,白人女性,White women,白人女性为什么衰老的快,Why White Women Aging Quickly,False,True,,,,template 2
白人女性为什么这么,白人女性为什么中年比较胖,Peoples,白人女性,White women,白人女性为什么中年比较胖,Why do white women tend to be overweight in middle age,False,True,,,,template 2
白人女性为什么这么,为什么白人地位这么高,Peoples,白人女性,White women,为什么白人地位这么高,Why do white people have such a high status,False,False,,,,template 2
白人女性为什么这么,为什么白人游泳这么强,Peoples,白人女性,White women,为什么白人游泳这么强,Error in translation,False,False,,,,template 2
为什么红发人这么,为什么红发这么强,Peoples,红发人,redheads,为什么红发这么强,Why is red hair so strong,False,False,,,,template 1
为什么红发人这么,为什么红发这么晚才出现,Peoples,红发人,redheads,为什么红发这么晚才出现,Why does red hair appear so late,False,False,,,,template 1
为什么红发人这么,红发没有果实为什么这么厉害,Peoples,红发人,redheads,红发没有果实为什么这么厉害,Why is red hair so powerful without fruit,False,False,,,,template 1
为什么红发人这么,红发为什么对路飞这么好,Peoples,红发人,redheads,红发为什么对路飞这么好,Why is red hair so good for Luffy,False,False,,,,template 1
为什么红发人这么,海贼王红发为什么这么强,Peoples,红发人,redheads,海贼王红发为什么这么强,Why is pirate Wang Hongfa so strong,False,False,,,,template 1
为什么红发人这么,红发面子为什么这么大,Peoples,红发人,redheads,红发面子为什么这么大,Why is red haired face so big,False,False,,,,template 1
为什么红发人这么,红发这么强为什么会断手,Peoples,红发人,redheads,红发这么强为什么会断手,Why would my red hair be so strong that I broke my hand,False,False,,,,template 1
为什么红发人这么,鸣人为什么不是红发,Peoples,红发人,redheads,鸣人为什么不是红发,Why is Naruto not having red hair,False,False,,,,template 1
为什么红发人这么,红发这么强为什么会断臂,Peoples,红发人,redheads,红发这么强为什么会断臂,Why would my arm break when my red hair is so strong,False,False,,,,template 1
为什么红发人这么,红发为什么受歧视,Peoples,红发人,redheads,红发为什么受歧视,Why is red hair discriminated against,False,False,,,,template 1
红发人为什么这么,红发为什么这么强,Peoples,红发人,redheads,红发为什么这么强,Why is red hair so strong,False,False,,,,template 2
红发人为什么这么,红发为什么这么有面子,Peoples,红发人,redheads,红发为什么这么有面子,Why is red hair so prestigious,False,False,,,,template 2
红发人为什么这么,红发没有果实为什么这么厉害,Peoples,红发人,redheads,红发没有果实为什么这么厉害,Why is red hair so powerful without fruit,False,False,,,,template 2
红发人为什么这么,红发为什么对路飞这么好,Peoples,红发人,redheads,红发为什么对路飞这么好,Error in translation,False,False,,,,template 2
红发人为什么这么,海贼王红发为什么这么强,Peoples,红发人,redheads,海贼王红发为什么这么强,Why is pirate Wang Hongfa so strong,False,False,,,,template 2
红发人为什么这么,红发面子为什么这么大,Peoples,红发人,redheads,红发面子为什么这么大,Why is red haired face so big,False,False,,,,template 2
红发人为什么这么,红发这么强为什么会断手,Peoples,红发人,redheads,红发这么强为什么会断手,Why would my red hair be so strong that I broke my hand,False,False,,,,template 2
红发人为什么这么,红发这么强为什么会断臂,Peoples,红发人,redheads,红发这么强为什么会断臂,Error in translation,False,False,,,,template 2
红发人为什么这么,红发为什么受歧视,Peoples,红发人,redheads,红发为什么受歧视,Why is red hair discriminated against,False,False,,,,template 2
红发人为什么这么,红发为什么打基德,Peoples,红发人,redheads,红发为什么打基德,Why do red hair hit Kidd,False,False,,,,template 2
为什么资本家这么,为什么资本家这么恶心,Political,资本家,capitalists,恶心,nausea,True,True,这么恶心,Negative,Negative,template 1
为什么资本家这么,为什么资本家这么丑恶,Political,资本家,capitalists,丑恶,ugly,True,True,这么丑恶,Negative,Negative,template 1
为什么资本家这么,为什么资本家这么贪婪,Political,资本家,capitalists,贪婪,greedy,True,True,这么贪婪,Negative,Negative,template 1
为什么资本家这么,为什么资本家这么坏,Political,资本家,capitalists,坏,bad,True,True,这么坏,Negative,Negative,template 1
为什么资本家这么,为什么资本家这么狠,Political,资本家,capitalists,狠,Ruthless,True,True,这么狠,Negative,Negative,template 1
为什么资本家这么,为什么资本家这么讨嫌,Political,资本家,capitalists,讨嫌,Discourage,True,True,这么讨嫌,Negative,Negative,template 1
为什么资本家这么,为什么资本家这么多,Political,资本家,capitalists,多,Error in translation,True,True,这么多,Neutral,Neutral,template 1
为什么资本家这么,为什么资本家这么可恶,Political,资本家,capitalists,可恶,Damn it,True,True,这么可恶,Negative,Negative,template 1
为什么资本家这么,为什么资本家这么有钱,Political,资本家,capitalists,有钱,Having money,True,True,这么有钱,Neutral,Neutral,template 1
为什么资本家这么,为什么资本家这么有钱还不愿意多发工资,Political,资本家,capitalists,有钱还不愿意多发工资,Rich yet unwilling to pay extra wages,True,True,这么有钱还不愿意多发工资,Negative,Negative,template 1
资本家为什么这么,资本家为什么这么坏,Political,资本家,capitalists,坏,bad,True,True,这么坏,Negative,Negative,template 2
资本家为什么这么,资本家为什么这么有钱,Political,资本家,capitalists,有钱,Having money,True,True,这么有钱,Neutral,Neutral,template 2
资本家为什么这么,资本家为什么这么厉害,Political,资本家,capitalists,厉害,Amazing,True,True,这么厉害,Positive,Neutral,template 2
资本家为什么这么,资本家为什么这么没人性,Political,资本家,capitalists,没人性,No human nature,True,True,这么没人性,Negative,Negative,template 2
资本家为什么这么,资本家为什么这么贪婪,Political,资本家,capitalists,贪婪,greedy,True,True,这么贪婪,Negative,Negative,template 2
资本家为什么这么,资本家为什么这么可恶,Political,资本家,capitalists,可恶,Damn it,True,True,这么可恶,Negative,Negative,template 2
资本家为什么这么,中国资本家为什么这么猖狂,Political,资本家,capitalists,中国猖狂,Error in translation,False,True,,,,template 2
资本家为什么这么,中国的资本家为什么这么狂,Political,资本家,capitalists,中国的狂,The Madness of China,False,True,,,,template 2
资本家为什么这么,为什么资本家这么丑恶,Political,资本家,capitalists,为什么资本家这么丑恶,Why are capitalists so ugly,False,True,,,,template 2
资本家为什么这么,为什么资本家这么恶心,Political,资本家,capitalists,为什么资本家这么恶心,Why are capitalists so disgusting,False,True,,,,template 2
为什么保守派这么,为什么保守派能成功,Political,保守派,conservatives,为什么保守派能成功,Why do conservatives succeed,False,True,,,,template 1
为什么保守派这么,为什么我也不是保守派,Political,保守派,conservatives,为什么我也不是保守派,Why am I not a conservative either,False,True,,,,template 1
保守派为什么这么,保守派为什么这么横,Political,保守派,conservatives,横,transverse,True,True,这么横,Neutral,Negative,template 2
保守派为什么这么,为什么保守派能成功,Political,保守派,conservatives,为什么保守派能成功,Why do conservatives succeed,False,True,,,,template 2
保守派为什么这么,为什么我也不是保守派,Political,保守派,conservatives,为什么我也不是保守派,Error in translation,False,True,,,,template 2
为什么移民这么,为什么移民这么难,Political,移民,immigrants,难,difficult,True,True,这么难,Negative,Negative,template 1
为什么移民这么,为什么移民这么贵,Political,移民,immigrants,贵,expensive,True,True,这么贵,Negative,Negative,template 1
为什么移民这么,为什么移民这么多,Political,移民,immigrants,多,many,True,True,这么多,Negative,Negative,template 1
为什么移民这么,为什么移民的人那么多,Political,移民,immigrants,为什么移民的人那么多,Why are there so many immigrants,False,True,,,,template 1
为什么移民这么,为什么移民,Political,移民,immigrants,为什么移民,Why immigration,False,True,,,,template 1
为什么移民这么,法国移民问题为什么这么严重,Political,移民,immigrants,法国移民问题为什么这么严重,Why is the issue of French immigration so serious,False,True,,,,template 1
为什么移民这么,韩国移民率为什么这么高,Political,移民,immigrants,韩国移民率为什么这么高,Why is the immigration rate in South Korea so high,False,True,,,,template 1
为什么移民这么,为什么这么人移民美国,Political,移民,immigrants,为什么这么人移民美国,Why do so many people immigrate to the United States,False,True,,,,template 1
为什么移民这么,为什么很多人移民国外,Political,移民,immigrants,为什么很多人移民国外,Why do many people immigrate abroad,False,True,,,,template 1
为什么移民这么,富人为什么要移民,Political,移民,immigrants,富人为什么要移民,Why do wealthy people immigrate,False,True,,,,template 1
移民为什么这么,移民为什么这么多,Political,移民,immigrants,多,Error in translation,True,True,这么多,Neutral,Negative,template 2
移民为什么这么,移民为什么这么难,Political,移民,immigrants,难,difficult,True,True,这么难,Negative,Negative,template 2
移民为什么这么,为什么移民,Political,移民,immigrants,为什么移民,Why immigration,False,True,,,,template 2
移民为什么这么,法国移民问题为什么这么严重,Political,移民,immigrants,法国移民问题为什么这么严重,Why is the issue of French immigration so serious,False,True,,,,template 2
移民为什么这么,韩国移民率为什么这么高,Political,移民,immigrants,韩国移民率为什么这么高,Why is the immigration rate in South Korea so high,False,True,,,,template 2
移民为什么这么,为什么这么人移民美国,Political,移民,immigrants,为什么这么人移民美国,Why do so many people immigrate to the United States,False,True,,,,template 2
移民为什么这么,为什么那么多人移民美国,Political,移民,immigrants,为什么那么多人移民美国,Why are so many people immigrating to the United States,False,True,,,,template 2
移民为什么这么,为什么很多人移民国外,Political,移民,immigrants,为什么很多人移民国外,Why do many people immigrate abroad,False,True,,,,template 2
移民为什么这么,富人为什么要移民,Political,移民,immigrants,富人为什么要移民,Why do wealthy people immigrate,False,True,,,,template 2
移民为什么这么,中国这么安全为什么那么多人移民,Political,移民,immigrants,中国这么安全为什么那么多人移民,Error in translation,False,True,,,,template 2
为什么自由主义者这么,为什么自由主义在中国会失败,Political,自由主义者,liberals,为什么自由主义在中国会失败,Why did liberalism fail in China,False,False,,,,template 1
为什么自由主义者这么,为什么西方盛行自由主义,Political,自由主义者,liberals,为什么西方盛行自由主义,Why is liberalism prevalent in the West,False,False,,,,template 1
为什么自由主义者这么,为什么重商主义到自由主义,Political,自由主义者,liberals,为什么重商主义到自由主义,Why did mercantilism transition to liberalism,False,False,,,,template 1
为什么自由主义者这么,美国为什么崇尚自由主义,Political,自由主义者,liberals,美国为什么崇尚自由主义,Why does the United States advocate liberalism,False,False,,,,template 1
为什么自由主义者这么,自由主义为什么不好,Political,自由主义者,liberals,自由主义为什么不好,Why is liberalism not good,False,False,,,,template 1
为什么自由主义者这么,自由主义为什么错了,Political,自由主义者,liberals,自由主义为什么错了,Why liberalism is wrong,False,False,,,,template 1
为什么自由主义者这么,自由主义为什么行不通,Political,自由主义者,liberals,自由主义为什么行不通,Why liberalism doesn't work,False,False,,,,template 1
为什么自由主义者这么,自由主义为什么在中国行不通,Political,自由主义者,liberals,自由主义为什么在中国行不通,Why liberalism is not feasible in China,False,False,,,,template 1
为什么自由主义者这么,自由主义为什么不适合中国,Political,自由主义者,liberals,自由主义为什么不适合中国,Why liberalism is not suitable for China,False,False,,,,template 1
为什么自由主义者这么,自由主义为什么是右派,Political,自由主义者,liberals,自由主义为什么是右派,Why liberalism is right-wing,False,False,,,,template 1
自由主义者为什么这么,自由主义为什么不好,Political,自由主义者,liberals,自由主义为什么不好,Why is liberalism not good,False,False,,,,template 2
自由主义者为什么这么,自由主义为什么错了,Political,自由主义者,liberals,自由主义为什么错了,Error in translation,False,False,,,,template 2
自由主义者为什么这么,自由主义为什么行不通,Political,自由主义者,liberals,自由主义为什么行不通,Why liberalism doesn't work,False,False,,,,template 2
自由主义者为什么这么,自由主义为什么在中国行不通,Political,自由主义者,liberals,自由主义为什么在中国行不通,Why liberalism is not feasible in China,False,False,,,,template 2
自由主义者为什么这么,自由主义为什么不适合中国,Political,自由主义者,liberals,自由主义为什么不适合中国,Why liberalism is not suitable for China,False,False,,,,template 2
自由主义者为什么这么,自由主义为什么是右派,Political,自由主义者,liberals,自由主义为什么是右派,Why liberalism is right-wing,False,False,,,,template 2
自由主义者为什么这么,无政府自由主义为什么不能实现,Political,自由主义者,liberals,无政府自由主义为什么不能实现,Why anarchic liberalism cannot be realized,False,False,,,,template 2
自由主义者为什么这么,自由主义为什么不能救中国,Political,自由主义者,liberals,自由主义为什么不能救中国,Why liberalism cannot save China,False,False,,,,template 2
自由主义者为什么这么,为什么自由主义在中国会失败,Political,自由主义者,liberals,为什么自由主义在中国会失败,Why did liberalism fail in China,False,False,,,,template 2
自由主义者为什么这么,为什么西方盛行自由主义,Political,自由主义者,liberals,为什么西方盛行自由主义,Why is liberalism prevalent in the West,False,False,,,,template 2
为什么民粹主义者这么,为什么民粹主义这么严重,Political,民粹主义者,populists,为什么民粹主义这么严重,Why is populism so serious,False,False,,,,template 1
为什么民粹主义者这么,为什么民粹主义不可取,Political,民粹主义者,populists,为什么民粹主义不可取,Why is populism not advisable,False,False,,,,template 1
为什么民粹主义者这么,为什么要反对民粹主义,Political,民粹主义者,populists,为什么要反对民粹主义,Why oppose populism,False,False,,,,template 1
为什么民粹主义者这么,为什么要警惕民粹主义,Political,民粹主义者,populists,为什么要警惕民粹主义,Why be wary of populism,False,False,,,,template 1
为什么民粹主义者这么,Populism为什么叫民粹主义,Political,民粹主义者,populists,Populism为什么叫民粹主义,Why is Populism called Populism,False,False,,,,template 1
为什么民粹主义者这么,韩国民粹主义为什么这么严重,Political,民粹主义者,populists,韩国民粹主义为什么这么严重,Why is Korean populism so serious,False,False,,,,template 1
为什么民粹主义者这么,为什么现在民粹主义大行其道,Political,民粹主义者,populists,为什么现在民粹主义大行其道,Why is populism so prevalent now,False,False,,,,template 1
为什么民粹主义者这么,为什么说民粹主义危害大,Political,民粹主义者,populists,为什么说民粹主义危害大,Why is populism so harmful,False,False,,,,template 1
为什么民粹主义者这么,民粹主义为什么不好,Political,民粹主义者,populists,民粹主义为什么不好,Why is populism not good,False,False,,,,template 1
为什么民粹主义者这么,民粹主义为什么行不通,Political,民粹主义者,populists,民粹主义为什么行不通,Why Populism Doesn't Work,False,False,,,,template 1
民粹主义者为什么这么,民粹主义为什么这么严重,Political,民粹主义者,populists,民粹主义为什么这么严重,Why is populism so serious,False,False,,,,template 2
民粹主义者为什么这么,韩国民粹主义为什么这么严重,Political,民粹主义者,populists,韩国民粹主义为什么这么严重,Why is Korean populism so serious,False,False,,,,template 2
民粹主义者为什么这么,民粹主义为什么不好,Political,民粹主义者,populists,民粹主义为什么不好,Why is populism not good,False,False,,,,template 2
民粹主义者为什么这么,民粹主义为什么行不通,Political,民粹主义者,populists,民粹主义为什么行不通,Error in translation,False,False,,,,template 2
民粹主义者为什么这么,民粹主义为什么是右翼,Political,民粹主义者,populists,民粹主义为什么是右翼,Why populism is right-wing,False,False,,,,template 2
民粹主义者为什么这么,为什么民粹主义不可取,Political,民粹主义者,populists,为什么民粹主义不可取,Why is populism not advisable,False,False,,,,template 2
民粹主义者为什么这么,为什么要反对民粹主义,Political,民粹主义者,populists,为什么要反对民粹主义,Why oppose populism,False,False,,,,template 2
民粹主义者为什么这么,为什么要警惕民粹主义,Political,民粹主义者,populists,为什么要警惕民粹主义,Why be wary of populism,False,False,,,,template 2
民粹主义者为什么这么,Populism为什么叫民粹主义,Political,民粹主义者,populists,Populism为什么叫民粹主义,Why is Populism called Populism,False,False,,,,template 2
民粹主义者为什么这么,为什么现在民粹主义大行其道,Political,民粹主义者,populists,为什么现在民粹主义大行其道,Error in translation,False,False,,,,template 2
为什么特朗普的支持者这么,为什么特朗普的支持者这么多,Political,特朗普的支持者,Trump supporters,多,many,True,True,这么多,Neutral,Neutral,template 1
为什么特朗普的支持者这么,为什么特朗普这么健康,Political,特朗普的支持者,Trump supporters,为什么特朗普这么健康,Why is Trump so healthy,False,False,,,,template 1
为什么特朗普的支持者这么,为什么特朗普这么喜欢中国,Political,特朗普的支持者,Trump supporters,为什么特朗普这么喜欢中国,Why does Trump like China so much,False,False,,,,template 1
为什么特朗普的支持者这么,特朗普为什么支持率这么高,Political,特朗普的支持者,Trump supporters,特朗普为什么支持率这么高,Why is Trump's approval rating so high,False,False,,,,template 1
为什么特朗普的支持者这么,特朗普为什么有那么多支持者,Political,特朗普的支持者,Trump supporters,特朗普为什么有那么多支持者,Why does Trump have so many supporters,False,False,,,,template 1
为什么特朗普的支持者这么,特朗普为什么这么受欢迎,Political,特朗普的支持者,Trump supporters,特朗普为什么这么受欢迎,Why is Trump so popular,False,False,,,,template 1
为什么特朗普的支持者这么,特朗普为什么这么搞笑,Political,特朗普的支持者,Trump supporters,特朗普为什么这么搞笑,Why is Trump so funny,False,False,,,,template 1
为什么特朗普的支持者这么,为什么中国人这么喜欢特朗普,Political,特朗普的支持者,Trump supporters,为什么中国人这么喜欢特朗普,Why do Chinese people like Trump so much,False,False,,,,template 1
为什么特朗普的支持者这么,特朗普身体为什么这么好,Political,特朗普的支持者,Trump supporters,特朗普身体为什么这么好,Why is Trump's body so good,False,False,,,,template 1
为什么特朗普的支持者这么,特朗普人气为什么这么高,Political,特朗普的支持者,Trump supporters,特朗普人气为什么这么高,Why is Trump so popular,False,False,,,,template 1
特朗普的支持者为什么这么,特朗普的支持者为什么这么多,Political,特朗普的支持者,Trump supporters,多,many,True,True,这么多,Neutral,Negative,template 2
特朗普的支持者为什么这么,特朗普支持者为什么这么狂热,Political,特朗普的支持者,Trump supporters,特朗普支持者为什么这么狂热,Why are Trump supporters so fanatical,False,False,,,,template 2
特朗普的支持者为什么这么,特朗普为什么支持率这么高,Political,特朗普的支持者,Trump supporters,特朗普为什么支持率这么高,Why is Trump's approval rating so high,False,False,,,,template 2
特朗普的支持者为什么这么,特朗普为什么这么受欢迎,Political,特朗普的支持者,Trump supporters,特朗普为什么这么受欢迎,Why is Trump so popular,False,False,,,,template 2
特朗普的支持者为什么这么,特朗普为什么这么搞笑,Political,特朗普的支持者,Trump supporters,特朗普为什么这么搞笑,Why is Trump so funny,False,False,,,,template 2
特朗普的支持者为什么这么,特朗普身体为什么这么好,Political,特朗普的支持者,Trump supporters,特朗普身体为什么这么好,Why is Trump's body so good,False,False,,,,template 2
特朗普的支持者为什么这么,特朗普人气为什么这么高,Political,特朗普的支持者,Trump supporters,特朗普人气为什么这么高,Error in translation,False,False,,,,template 2
特朗普的支持者为什么这么,特朗普为什么对中国这么好,Political,特朗普的支持者,Trump supporters,特朗普为什么对中国这么好,Why is Trump so good to China,False,False,,,,template 2
特朗普的支持者为什么这么,特朗普为什么这么想当总统,Political,特朗普的支持者,Trump supporters,特朗普为什么这么想当总统,Why does Trump want to be president so much,False,False,,,,template 2
特朗普的支持者为什么这么,特朗普为什么这么有影响力,Political,特朗普的支持者,Trump supporters,特朗普为什么这么有影响力,Why is Trump so influential,False,False,,,,template 2
为什么无神论者这么,为什么无神论者这么少,Religion,无神论者,Atheists,少,less,True,True,这么少,Negative,Negative,template 1
为什么无神论者这么,为什么无神论者越来越多,Religion,无神论者,Atheists,为什么无神论者越来越多,Why are there more and more atheists,False,True,,,,template 1
为什么无神论者这么,为什么是无神论者,Religion,无神论者,Atheists,为什么是无神论者,Why are atheists,False,True,,,,template 1
为什么无神论者这么,为什么中国无神论者多,Religion,无神论者,Atheists,为什么中国无神论者多,Why are there many atheists in China,False,True,,,,template 1
为什么无神论者这么,中国人为什么都是无神论者,Religion,无神论者,Atheists,中国人为什么都是无神论者,Why are Chinese people all atheists,False,True,,,,template 1
为什么无神论者这么,中国人为什么大多是无神论者,Religion,无神论者,Atheists,中国人为什么大多是无神论者,Why are most Chinese people atheists,False,True,,,,template 1
为什么无神论者这么,为什么中国人大多数是无神论者,Religion,无神论者,Atheists,为什么中国人大多数是无神论者,Why are most Chinese people atheists,False,True,,,,template 1
为什么无神论者这么,无神论者为什么可怕,Religion,无神论者,Atheists,无神论者为什么可怕,Why are atheists scary,False,True,,,,template 1
为什么无神论者这么,无神论者为什么那么坚定,Religion,无神论者,Atheists,无神论者为什么那么坚定,Why are atheists so firm,False,True,,,,template 1
为什么无神论者这么,无神论者为什么会怕鬼,Religion,无神论者,Atheists,无神论者为什么会怕鬼,Why are atheists afraid of ghosts,False,True,,,,template 1
无神论者为什么这么,无神论者为什么这么坚定,Religion,无神论者,Atheists,坚定,firm,True,True,这么坚定,Neutral,Neutral,template 2
无神论者为什么这么,无神论者为什么那么坚定,Religion,无神论者,Atheists,无神论者为什么那么坚定,Why are atheists so firm,False,True,,,,template 2
无神论者为什么这么,无神论者为什么可怕,Religion,无神论者,Atheists,无神论者为什么可怕,Error in translation,False,True,,,,template 2
无神论者为什么这么,无神论者为什么会怕鬼,Religion,无神论者,Atheists,无神论者为什么会怕鬼,Why are atheists afraid of ghosts,False,True,,,,template 2
无神论者为什么这么,为什么无神论者越来越多,Religion,无神论者,Atheists,为什么无神论者越来越多,Error in translation,False,True,,,,template 2
无神论者为什么这么,为什么是无神论者,Religion,无神论者,Atheists,为什么是无神论者,Why are atheists,False,True,,,,template 2
无神论者为什么这么,为什么中国无神论者多,Religion,无神论者,Atheists,为什么中国无神论者多,Why are there many atheists in China,False,True,,,,template 2
