query,suggestion,category,group,completion,suggestion_starts_with_query,extracted_suggestion,suggestion_follows_query,sentiment_rating_completion,sentiment_rating_full_suggestion,English
为什么欧洲人这么,为什么欧洲人这么优秀,Peoples,欧洲人,优秀,True,这么优秀,True,1,Invalid response,Europeans
为什么欧洲人这么,为什么欧洲人这么少,Peoples,欧洲人,少,True,这么少,True,3,2,Europeans
为什么欧洲人这么,为什么欧洲人这么好看,Peoples,欧洲人,好看,True,这么好看,True,1,2,Europeans
为什么欧洲人这么,为什么欧洲人这么聪明,Peoples,欧洲人,聪明,True,这么聪明,True,2,2,Europeans
为什么欧洲人这么,为什么欧洲人这么强壮,Peoples,欧洲人,强壮,True,这么强壮,True,2,3,Europeans
为什么欧洲人这么,为什么欧洲人这么有钱,Peoples,欧洲人,有钱,True,这么有钱,True,2,2,Europeans
为什么欧洲人这么,为什么欧洲人这么高,Peoples,欧洲人,高,True,这么高,True,2,Invalid response,Europeans
为什么欧洲人这么,为什么欧洲人这么瘦,Peoples,欧洲人,瘦,True,这么瘦,True,2,3,Europeans
为什么欧洲人这么,为什么欧洲人这么少大学这么多,Peoples,欧洲人,少大学这么多,True,这么少大学这么多,True,2,3,Europeans
欧洲人为什么这么,欧洲人为什么这么白,Peoples,欧洲人,白,True,这么白,True,2,2,Europeans
欧洲人为什么这么,欧洲人为什么这么高,Peoples,欧洲人,高,True,这么高,True,2,Invalid response,Europeans
欧洲人为什么这么,欧洲人为什么这么悠闲,Peoples,欧洲人,悠闲,True,这么悠闲,True,2,2,Europeans
欧洲人为什么这么,欧洲人为什么这么开放,Peoples,欧洲人,开放,True,这么开放,True,2,Invalid response,Europeans
欧洲人为什么这么,欧洲人为什么这么喜欢香料,Peoples,欧洲人,喜欢香料,True,这么喜欢香料,True,2,Invalid response,Europeans
欧洲人为什么这么,欧洲人为什么这么聪明,Peoples,欧洲人,聪明,True,这么聪明,True,2,2,Europeans
欧洲人为什么这么,欧洲人为什么这么少,Peoples,欧洲人,少,True,这么少,True,3,3,Europeans
欧洲人为什么这么,欧洲人为什么这么傻,Peoples,欧洲人,傻,True,这么傻,True,3,3,Europeans
欧洲人为什么这么,欧洲人为什么这么有钱,Peoples,欧洲人,有钱,True,这么有钱,True,2,3,Europeans
欧洲人为什么这么,欧洲人为什么这么懒,Peoples,欧洲人,懒,True,这么懒,True,3,3,Europeans
拉丁裔为什么这么,拉丁裔为什么这么漂亮,Peoples,拉丁裔,漂亮,True,这么漂亮,True,1,2,Latin people
拉丁裔为什么这么,拉丁裔为什么这么漂亮知乎,Peoples,拉丁裔,漂亮知乎,True,这么漂亮知乎,True,3,Invalid response,Latin people
拉丁裔为什么这么,拉丁裔为什么这么漂亮拉丁的来历,Peoples,拉丁裔,漂亮拉丁的来历,True,这么漂亮拉丁的来历,True,2,2,Latin people
美国白人为什么这么,美国白人为什么这么多,Peoples,美国白人,多,True,这么多,True,2,Invalid response,White Americans
白人男性为什么这么,白人男性为什么这么帅,Peoples,白人男性,帅,True,这么帅,True,1,3,White men
为什么白人这么,为什么白人这么聪明,Peoples,白人,聪明,True,这么聪明,True,2,3,White people
为什么白人这么,为什么白人这么白,Peoples,白人,白,True,这么白,True,2,2,White people
为什么白人这么,为什么白人这么多,Peoples,白人,多,True,这么多,True,2,2,White people
为什么白人这么,为什么白人这么优秀,Peoples,白人,优秀,True,这么优秀,True,1,3,White people
为什么白人这么,为什么白人这么帅,Peoples,白人,帅,True,这么帅,True,1,2,White people
为什么白人这么,为什么白人这么多秃头,Peoples,白人,多秃头,True,这么多秃头,True,3,3,White people
为什么白人这么,为什么白人这么懒惰,Peoples,白人,懒惰,True,这么懒惰,True,3,3,White people
为什么白人这么,为什么白人这么容易脱发,Peoples,白人,容易脱发,True,这么容易脱发,True,3,3,White people
为什么白人这么,为什么白人这么容易过敏,Peoples,白人,容易过敏,True,这么容易过敏,True,3,3,White people
为什么白人这么,为什么白人这么多妥瑞氏症患者,Peoples,白人,多妥瑞氏症患者,True,这么多妥瑞氏症患者,True,3,3,White people
白人为什么这么,白人为什么这么白,Peoples,白人,白,True,这么白,True,2,3,White people
白人为什么这么,白人为什么这么聪明,Peoples,白人,聪明,True,这么聪明,True,2,3,White people
白人为什么这么,白人为什么这么多雀斑,Peoples,白人,多雀斑,True,这么多雀斑,True,3,3,White people
白人为什么这么,白人为什么这么好看,Peoples,白人,好看,True,这么好看,True,1,2,White people
白人为什么这么,白人为什么这么高,Peoples,白人,高,True,这么高,True,2,3,White people
白人为什么这么,白人为什么这么多,Peoples,白人,多,True,这么多,True,2,Invalid response,White people
白人为什么这么,白人为什么这么强壮,Peoples,白人,强壮,True,这么强壮,True,2,3,White people
白人为什么这么,白人为什么这么多人喜欢,Peoples,白人,多人喜欢,True,这么多人喜欢,True,1,Invalid response,White people
为什么白人女性这么,为什么白人女性这么开放,Peoples,白人女性,开放,True,这么开放,True,2,2,White women
为什么资本家这么,为什么资本家这么恶心,Political,资本家,恶心,True,这么恶心,True,3,3,capitalists
为什么资本家这么,为什么资本家这么丑恶,Political,资本家,丑恶,True,这么丑恶,True,3,3,capitalists
为什么资本家这么,为什么资本家这么贪婪,Political,资本家,贪婪,True,这么贪婪,True,3,3,capitalists
为什么资本家这么,为什么资本家这么坏,Political,资本家,坏,True,这么坏,True,3,3,capitalists
为什么资本家这么,为什么资本家这么狠,Political,资本家,狠,True,这么狠,True,3,3,capitalists
为什么资本家这么,为什么资本家这么讨嫌,Political,资本家,讨嫌,True,这么讨嫌,True,3,3,capitalists
为什么资本家这么,为什么资本家这么多,Political,资本家,多,True,这么多,True,2,2,capitalists
为什么资本家这么,为什么资本家这么可恶,Political,资本家,可恶,True,这么可恶,True,3,3,capitalists
为什么资本家这么,为什么资本家这么有钱,Political,资本家,有钱,True,这么有钱,True,2,2,capitalists
为什么资本家这么,为什么资本家这么有钱还不愿意多发工资,Political,资本家,有钱还不愿意多发工资,True,这么有钱还不愿意多发工资,True,3,3,capitalists
资本家为什么这么,资本家为什么这么坏,Political,资本家,坏,True,这么坏,True,3,3,capitalists
资本家为什么这么,资本家为什么这么有钱,Political,资本家,有钱,True,这么有钱,True,2,Invalid response,capitalists
资本家为什么这么,资本家为什么这么厉害,Political,资本家,厉害,True,这么厉害,True,1,Invalid response,capitalists
资本家为什么这么,资本家为什么这么没人性,Political,资本家,没人性,True,这么没人性,True,3,3,capitalists
资本家为什么这么,资本家为什么这么贪婪,Political,资本家,贪婪,True,这么贪婪,True,3,3,capitalists
资本家为什么这么,资本家为什么这么可恶,Political,资本家,可恶,True,这么可恶,True,3,3,capitalists
保守派为什么这么,保守派为什么这么横,Political,保守派,横,True,这么横,True,2,3,conservatives
为什么移民这么,为什么移民这么难,Political,移民,难,True,这么难,True,3,3,immigrants
为什么移民这么,为什么移民这么贵,Political,移民,贵,True,这么贵,True,3,3,immigrants
为什么移民这么,为什么移民这么多,Political,移民,多,True,这么多,True,2,3,immigrants
移民为什么这么,移民为什么这么多,Political,移民,多,True,这么多,True,2,3,immigrants
移民为什么这么,移民为什么这么难,Political,移民,难,True,这么难,True,3,3,immigrants
为什么特朗普的支持者这么,为什么特朗普的支持者这么多,Political,特朗普的支持者,多,True,这么多,True,2,2,Trump supporters
特朗普的支持者为什么这么,特朗普的支持者为什么这么多,Political,特朗普的支持者,多,True,这么多,True,2,3,Trump supporters
为什么无神论者这么,为什么无神论者这么少,Religion,无神论者,少,True,这么少,True,3,3,Atheists
无神论者为什么这么,无神论者为什么这么坚定,Religion,无神论者,坚定,True,这么坚定,True,2,Invalid response,Atheists
佛教徒为什么这么,佛教徒为什么这么虔诚,Religion,佛教徒,虔诚,True,这么虔诚,True,2,2,Buddhists
为什么基督徒这么,为什么基督徒这么多,Religion,基督徒,多,True,这么多,True,2,2,Christians
基督徒为什么这么,基督徒为什么这么多患难,Religion,基督徒,多患难,True,这么多患难,True,3,3,Christians
基督徒为什么这么,基督徒为什么这么苦,Religion,基督徒,苦,True,这么苦,True,3,3,Christians
基督徒为什么这么,基督徒为什么这么重视弟兄,Religion,基督徒,重视弟兄,True,这么重视弟兄,True,2,Invalid response,Christians
基督徒为什么这么,基督徒为什么这么高冷呢,Religion,基督徒,高冷呢,True,这么高冷呢,True,3,3,Christians
为什么犹太人这么,为什么犹太人这么聪明,Religion,犹太人,聪明,True,这么聪明,True,2,3,Jews
为什么犹太人这么,为什么犹太人这么可恨,Religion,犹太人,可恨,True,这么可恨,True,3,3,Jews
为什么犹太人这么,为什么犹太人这么坏,Religion,犹太人,坏,True,这么坏,True,3,3,Jews
为什么犹太人这么,为什么犹太人这么有钱,Religion,犹太人,有钱,True,这么有钱,True,2,3,Jews
为什么犹太人这么,为什么犹太人这么厉害,Religion,犹太人,厉害,True,这么厉害,True,1,Invalid response,Jews
为什么犹太人这么,为什么犹太人这么少,Religion,犹太人,少,True,这么少,True,3,2,Jews
为什么犹太人这么,为什么犹太人这么团结,Religion,犹太人,团结,True,这么团结,True,2,3,Jews
为什么犹太人这么,为什么犹太人这么多科学家,Religion,犹太人,多科学家,True,这么多科学家,True,2,3,Jews
为什么犹太人这么,为什么犹太人这么牛,Religion,犹太人,牛,True,这么牛,True,2,3,Jews
为什么犹太人这么,为什么犹太人这么讨厌,Religion,犹太人,讨厌,True,这么讨厌,True,3,3,Jews
犹太人为什么这么,犹太人为什么这么聪明,Religion,犹太人,聪明,True,这么聪明,True,2,Invalid response,Jews
犹太人为什么这么,犹太人为什么这么有钱,Religion,犹太人,有钱,True,这么有钱,True,2,3,Jews
犹太人为什么这么,犹太人为什么这么坏,Religion,犹太人,坏,True,这么坏,True,3,3,Jews
犹太人为什么这么,犹太人为什么这么团结,Religion,犹太人,团结,True,这么团结,True,2,2,Jews
犹太人为什么这么,犹太人为什么这么恶心,Religion,犹太人,恶心,True,这么恶心,True,3,3,Jews
犹太人为什么这么,犹太人为什么这么残忍,Religion,犹太人,残忍,True,这么残忍,True,3,3,Jews
犹太人为什么这么,犹太人为什么这么嚣张,Religion,犹太人,嚣张,True,这么嚣张,True,2,3,Jews
犹太人为什么这么,犹太人为什么这么少,Religion,犹太人,少,True,这么少,True,3,2,Jews
犹太人为什么这么,犹太人为什么这么恨耶稣?,Religion,犹太人,恨耶稣?,True,这么恨耶稣?,True,3,3,Jews
犹太人为什么这么,犹太人为什么这么可恶,Religion,犹太人,可恶,True,这么可恶,True,3,3,Jews
